时间轴	源量程	源程反应性	中间量程	中间反应性	功率量程	功率反应性	硼浓度PPM	D棒位	备注说明
标志->	0	7	1	7	2	7	5	3	3
75.300000	276.043322	161.795965	2.760433E-12	161.795965	7.936245E-13	161.795965	1.000000	145.527523	NaN
75.400000	277.417853	161.795965	2.774179E-12	161.795965	7.975763E-13	161.795965	1.000000	145.527523	NaN
75.500000	278.799214	161.795965	2.787992E-12	161.795965	8.015477E-13	161.795965	1.000000	145.527523	NaN
75.600000	280.187439	161.795965	2.801874E-12	161.795965	8.055389E-13	161.795965	1.000000	145.527523	NaN
75.700000	281.582562	161.795965	2.815826E-12	161.795965	8.095499E-13	161.795965	1.000000	145.527523	NaN
75.800000	282.984618	161.795965	2.829846E-12	161.795965	8.135808E-13	161.795965	1.000000	145.527523	NaN
75.900000	284.393642	161.795965	2.843936E-12	161.795965	8.176317E-13	161.795965	1.000000	145.527523	NaN
76.000000	285.809667	161.795965	2.858097E-12	161.795965	8.217028E-13	161.795965	1.000000	145.527523	NaN
76.100000	287.232728	161.795965	2.872327E-12	161.795965	8.257941E-13	161.795965	1.000000	145.527523	NaN
76.200000	288.662862	161.795965	2.886629E-12	161.795965	8.299057E-13	161.795965	1.000000	145.527523	NaN
76.300000	290.100102	161.795965	2.901001E-12	161.795965	8.340378E-13	161.795965	1.000000	145.527523	NaN
76.400000	291.544484	161.795965	2.915445E-12	161.795965	8.381904E-13	161.795965	1.000000	145.527523	NaN
76.500000	292.996044	161.795965	2.929960E-12	161.795965	8.423636E-13	161.795965	1.000000	145.527523	NaN
76.600000	294.454818	161.795965	2.944548E-12	161.795965	8.465576E-13	161.795965	1.000000	145.527523	NaN
76.700000	295.920841	161.795965	2.959208E-12	161.795965	8.507724E-13	161.795965	1.000000	145.527523	NaN
76.800000	297.394150	161.795965	2.973941E-12	161.795965	8.550082E-13	161.795965	1.000000	145.527523	NaN
76.900000	298.874780	161.795965	2.988748E-12	161.795965	8.592650E-13	161.795965	1.000000	145.527523	NaN
77.000000	300.362768	161.795965	3.003628E-12	161.795965	8.635430E-13	161.795965	1.000000	145.527523	NaN
77.100000	301.858152	161.795965	3.018582E-12	161.795965	8.678422E-13	161.795965	1.000000	145.527523	NaN
77.200000	303.360967	161.795965	3.033610E-12	161.795965	8.721628E-13	161.795965	1.000000	145.527523	NaN
77.300000	304.871250	161.795965	3.048712E-12	161.795965	8.765048E-13	161.795965	1.000000	145.527523	NaN
77.400000	306.389039	161.795965	3.063890E-12	161.795965	8.808685E-13	161.795965	1.000000	145.527523	NaN
77.500000	307.914371	161.795965	3.079144E-12	161.795965	8.852538E-13	161.795965	1.000000	145.527523	NaN
77.600000	309.447284	161.795965	3.094473E-12	161.795965	8.896609E-13	161.795965	1.000000	145.527523	NaN
77.700000	310.987815	161.795965	3.109878E-12	161.795965	8.940900E-13	161.795965	1.000000	145.527523	NaN
77.800000	312.536003	161.795965	3.125360E-12	161.795965	8.985410E-13	161.795965	1.000000	145.527523	NaN
77.900000	314.091885	161.795965	3.140919E-12	161.795965	9.030142E-13	161.795965	1.000000	145.527523	NaN
78.000000	315.655499	161.795965	3.156555E-12	161.795965	9.075096E-13	161.795965	1.000000	145.527523	NaN
78.100000	317.226885	161.795965	3.172269E-12	161.795965	9.120273E-13	161.795965	1.000000	145.527523	NaN
78.200000	318.806080	161.795965	3.188061E-12	161.795965	9.165675E-13	161.795965	1.000000	145.527523	NaN
78.300000	320.393124	161.795965	3.203931E-12	161.795965	9.211302E-13	161.795965	1.000000	145.527523	NaN
78.400000	321.988056	161.795965	3.219881E-12	161.795965	9.257157E-13	161.795965	1.000000	145.527523	NaN
78.500000	323.590915	161.795965	3.235909E-12	161.795965	9.303239E-13	161.795965	1.000000	145.527523	NaN
78.600000	325.201740	161.795965	3.252017E-12	161.795965	9.349550E-13	161.795965	1.000000	145.527523	NaN
78.700000	326.820571	161.795965	3.268206E-12	161.795965	9.396091E-13	161.795965	1.000000	145.527523	NaN
78.800000	328.447448	161.795965	3.284474E-12	161.795965	9.442864E-13	161.795965	1.000000	145.527523	NaN
78.900000	330.082411	161.795965	3.300824E-12	161.795965	9.489869E-13	161.795965	1.000000	145.527523	NaN
79.000000	331.725501	161.795965	3.317255E-12	161.795965	9.537108E-13	161.795965	1.000000	145.527523	NaN
79.100000	333.376757	161.795965	3.333768E-12	161.795965	9.584582E-13	161.795965	1.000000	145.527523	NaN
79.200000	335.036220	161.795965	3.350362E-12	161.795965	9.632291E-13	161.795965	1.000000	145.527523	NaN
79.300000	336.703931	161.795965	3.367039E-12	161.795965	9.680238E-13	161.795965	1.000000	145.527523	NaN
79.400000	338.379931	161.795965	3.383799E-12	161.795965	9.728423E-13	161.795965	1.000000	145.527523	NaN
79.500000	340.064262	161.795965	3.400643E-12	161.795965	9.776848E-13	161.795965	1.000000	145.527523	NaN
79.600000	341.756964	161.795965	3.417570E-12	161.795965	9.825513E-13	161.795965	1.000000	145.527523	NaN
79.700000	343.458080	161.795965	3.434581E-12	161.795965	9.874420E-13	161.795965	1.000000	145.527523	NaN
79.800000	345.167652	161.795965	3.451677E-12	161.795965	9.923570E-13	161.795965	1.000000	145.527523	NaN
79.900000	346.885720	161.795965	3.468857E-12	161.795965	9.972964E-13	161.795965	1.000000	145.527523	NaN
80.000000	348.612329	161.795965	3.486123E-12	161.795965	1.002260E-12	161.795965	1.000000	145.527523	NaN
80.100000	350.347519	161.795965	3.503475E-12	161.795965	1.007249E-12	161.795965	1.000000	145.527523	NaN
80.200000	352.091335	161.795965	3.520913E-12	161.795965	1.012263E-12	161.795965	1.000000	145.527523	NaN
80.300000	353.843818	161.795965	3.538438E-12	161.795965	1.017301E-12	161.795965	1.000000	145.527523	NaN
80.400000	355.605012	161.795965	3.556050E-12	161.795965	1.022364E-12	161.795965	1.000000	145.527523	NaN
80.500000	357.374961	161.795965	3.573750E-12	161.795965	1.027453E-12	161.795965	1.000000	145.527523	NaN
80.600000	359.153707	161.795965	3.591537E-12	161.795965	1.032567E-12	161.795965	1.000000	145.527523	NaN
80.700000	360.941295	161.795965	3.609413E-12	161.795965	1.037706E-12	161.795965	1.000000	145.527523	NaN
80.800000	362.737768	161.795965	3.627378E-12	161.795965	1.042871E-12	161.795965	1.000000	145.527523	NaN
80.900000	364.543172	161.795965	3.645432E-12	161.795965	1.048062E-12	161.795965	1.000000	145.527523	NaN
81.000000	366.357549	161.795965	3.663575E-12	161.795965	1.053278E-12	161.795965	1.000000	145.527523	NaN
81.100000	368.180946	161.795965	3.681809E-12	161.795965	1.058520E-12	161.795965	1.000000	145.527523	NaN
81.200000	370.013406	161.795965	3.700134E-12	161.795965	1.063789E-12	161.795965	1.000000	145.527523	NaN
81.300000	371.854975	161.795965	3.718550E-12	161.795965	1.069083E-12	161.795965	1.000000	145.527523	NaN
81.400000	373.705698	161.795965	3.737057E-12	161.795965	1.074404E-12	161.795965	1.000000	145.527523	NaN
81.500000	375.565621	161.795965	3.755656E-12	161.795965	1.079751E-12	161.795965	1.000000	145.527523	NaN
81.600000	377.434789	161.795965	3.774348E-12	161.795965	1.085125E-12	161.795965	1.000000	145.527523	NaN
81.700000	379.313249	161.795965	3.793132E-12	161.795965	1.090526E-12	161.795965	1.000000	145.527523	NaN
81.800000	381.201047	161.795965	3.812010E-12	161.795965	1.095953E-12	161.795965	1.000000	145.527523	NaN
81.900000	383.098228	161.795965	3.830982E-12	161.795965	1.101407E-12	161.795965	1.000000	145.527523	NaN
82.000000	385.004841	161.795965	3.850048E-12	161.795965	1.106889E-12	161.795965	1.000000	145.527523	NaN
82.100000	386.920931	161.795965	3.869209E-12	161.795965	1.112398E-12	161.795965	1.000000	145.527523	NaN
82.200000	388.846547	161.795965	3.888465E-12	161.795965	1.117934E-12	161.795965	1.000000	145.527523	NaN
82.300000	390.781734	161.795965	3.907817E-12	161.795965	1.123497E-12	161.795965	1.000000	145.527523	NaN
82.400000	392.726542	161.795965	3.927265E-12	161.795965	1.129089E-12	161.795965	1.000000	145.527523	NaN
82.500000	394.681017	161.795965	3.946810E-12	161.795965	1.134708E-12	161.795965	1.000000	145.527523	NaN
82.600000	396.645209	161.795965	3.966452E-12	161.795965	1.140355E-12	161.795965	1.000000	145.527523	NaN
82.700000	398.619164	161.795965	3.986192E-12	161.795965	1.146030E-12	161.795965	1.000000	145.527523	NaN
82.800000	400.602933	161.795965	4.006029E-12	161.795965	1.151733E-12	161.795965	1.000000	145.527523	NaN
82.900000	402.596563	161.795965	4.025966E-12	161.795965	1.157465E-12	161.795965	1.000000	145.527523	NaN
83.000000	404.600103	161.795965	4.046001E-12	161.795965	1.163225E-12	161.795965	1.000000	145.527523	NaN
83.100000	406.613604	161.795965	4.066136E-12	161.795965	1.169014E-12	161.795965	1.000000	145.527523	NaN
83.200000	408.637114	161.795965	4.086371E-12	161.795965	1.174832E-12	161.795965	1.000000	145.527523	NaN
83.300000	410.670684	161.795965	4.106707E-12	161.795965	1.180678E-12	161.795965	1.000000	145.527523	NaN
83.400000	412.714363	161.795965	4.127144E-12	161.795965	1.186554E-12	161.795965	1.000000	145.527523	NaN
83.500000	414.768202	161.795965	4.147682E-12	161.795965	1.192459E-12	161.795965	1.000000	145.527523	NaN
83.600000	416.832251	161.795965	4.168323E-12	161.795965	1.198393E-12	161.795965	1.000000	145.527523	NaN
83.700000	418.906561	161.795965	4.189066E-12	161.795965	1.204356E-12	161.795965	1.000000	145.527523	NaN
83.800000	420.991183	161.795965	4.209912E-12	161.795965	1.210350E-12	161.795965	1.000000	145.527523	NaN
83.900000	423.086169	161.795965	4.230862E-12	161.795965	1.216373E-12	161.795965	1.000000	145.527523	NaN
84.000000	425.191570	161.795965	4.251916E-12	161.795965	1.222426E-12	161.795965	1.000000	145.527523	NaN
84.100000	427.307437	161.795965	4.273074E-12	161.795965	1.228509E-12	161.795965	1.000000	145.527523	NaN
84.200000	429.433823	161.795965	4.294338E-12	161.795965	1.234622E-12	161.795965	1.000000	145.527523	NaN
84.300000	431.570780	161.795965	4.315708E-12	161.795965	1.240766E-12	161.795965	1.000000	145.527523	NaN
84.400000	433.718361	161.795965	4.337184E-12	161.795965	1.246940E-12	161.795965	1.000000	145.527523	NaN
84.500000	435.876619	161.795965	4.358766E-12	161.795965	1.253145E-12	161.795965	1.000000	145.527523	NaN
84.600000	438.045606	161.795965	4.380456E-12	161.795965	1.259381E-12	161.795965	1.000000	145.527523	NaN
84.700000	440.225377	161.795965	4.402254E-12	161.795965	1.265648E-12	161.795965	1.000000	145.527523	NaN
84.800000	442.415984	161.795965	4.424160E-12	161.795965	1.271946E-12	161.795965	1.000000	145.527523	NaN
84.900000	444.617482	161.795965	4.446175E-12	161.795965	1.278275E-12	161.795965	1.000000	145.527523	NaN
85.000000	446.829924	161.795965	4.468299E-12	161.795965	1.284636E-12	161.795965	1.000000	145.527523	NaN
85.100000	449.053366	161.795965	4.490534E-12	161.795965	1.291028E-12	161.795965	1.000000	145.527523	NaN
85.200000	451.287862	161.795965	4.512879E-12	161.795965	1.297453E-12	161.795965	1.000000	145.527523	NaN
85.300000	453.533467	161.795965	4.535335E-12	161.795965	1.303909E-12	161.795965	1.000000	145.527523	NaN
85.400000	455.790236	161.795965	4.557902E-12	161.795965	1.310397E-12	161.795965	1.000000	145.527523	NaN
85.500000	458.058225	161.795965	4.580582E-12	161.795965	1.316917E-12	161.795965	1.000000	145.527523	NaN
85.600000	460.337490	161.795965	4.603375E-12	161.795965	1.323470E-12	161.795965	1.000000	145.527523	NaN
85.700000	462.628086	161.795965	4.626281E-12	161.795965	1.330056E-12	161.795965	1.000000	145.527523	NaN
85.800000	464.930070	161.795965	4.649301E-12	161.795965	1.336674E-12	161.795965	1.000000	145.527523	NaN
85.900000	467.243499	161.795965	4.672435E-12	161.795965	1.343325E-12	161.795965	1.000000	145.527523	NaN
86.000000	469.568430	161.795965	4.695684E-12	161.795965	1.350009E-12	161.795965	1.000000	145.527523	NaN
86.100000	471.904919	161.795965	4.719049E-12	161.795965	1.356727E-12	161.795965	1.000000	145.527523	NaN
86.200000	474.253025	161.795965	4.742530E-12	161.795965	1.363477E-12	161.795965	1.000000	145.527523	NaN
86.300000	476.612805	161.795965	4.766128E-12	161.795965	1.370262E-12	161.795965	1.000000	145.527523	NaN
86.400000	478.984317	161.795965	4.789843E-12	161.795965	1.377080E-12	161.795965	1.000000	145.527523	NaN
86.500000	481.367620	161.795965	4.813676E-12	161.795965	1.383932E-12	161.795965	1.000000	145.527523	NaN
86.600000	483.762772	161.795965	4.837628E-12	161.795965	1.390818E-12	161.795965	1.000000	145.527523	NaN
86.700000	486.169833	161.795965	4.861698E-12	161.795965	1.397738E-12	161.795965	1.000000	145.527523	NaN
86.800000	488.588860	161.795965	4.885889E-12	161.795965	1.404693E-12	161.795965	1.000000	145.527523	NaN
86.900000	491.019915	161.795965	4.910199E-12	161.795965	1.411682E-12	161.795965	1.000000	145.527523	NaN
87.000000	493.463056	161.795965	4.934631E-12	161.795965	1.418706E-12	161.795965	1.000000	145.527523	NaN
87.100000	495.918344	161.795965	4.959183E-12	161.795965	1.425765E-12	161.795965	1.000000	145.527523	NaN
87.200000	498.385840	161.795965	4.983858E-12	161.795965	1.432859E-12	161.795965	1.000000	145.527523	NaN
87.300000	500.865604	161.795965	5.008656E-12	161.795965	1.439989E-12	161.795965	1.000000	145.527523	NaN
87.400000	503.357696	161.795965	5.033577E-12	161.795965	1.447153E-12	161.795965	1.000000	145.527523	NaN
87.500000	505.862179	161.795965	5.058622E-12	161.795965	1.454354E-12	161.795965	1.000000	145.527523	NaN
87.600000	508.379115	161.795965	5.083791E-12	161.795965	1.461590E-12	161.795965	1.000000	145.527523	NaN
87.700000	510.908564	161.795965	5.109086E-12	161.795965	1.468862E-12	161.795965	1.000000	145.527523	NaN
87.800000	513.450589	161.795965	5.134506E-12	161.795965	1.476170E-12	161.795965	1.000000	145.527523	NaN
87.900000	516.005253	161.795965	5.160053E-12	161.795965	1.483515E-12	161.795965	1.000000	145.527523	NaN
88.000000	518.572619	161.795965	5.185726E-12	161.795965	1.490896E-12	161.795965	1.000000	145.527523	NaN
88.100000	521.152750	161.795965	5.211527E-12	161.795965	1.498314E-12	161.795965	1.000000	145.527523	NaN
88.200000	523.745709	161.795965	5.237457E-12	161.795965	1.505769E-12	161.795965	1.000000	145.527523	NaN
88.300000	526.351560	161.795965	5.263516E-12	161.795965	1.513261E-12	161.795965	1.000000	145.527523	NaN
88.400000	528.970367	161.795965	5.289704E-12	161.795965	1.520790E-12	161.795965	1.000000	145.527523	NaN
88.500000	531.602195	161.795965	5.316022E-12	161.795965	1.528356E-12	161.795965	1.000000	145.527523	NaN
88.600000	534.247109	161.795965	5.342471E-12	161.795965	1.535960E-12	161.795965	1.000000	145.527523	NaN
88.700000	536.905173	161.795965	5.369052E-12	161.795965	1.543602E-12	161.795965	1.000000	145.527523	NaN
88.800000	539.576453	161.795965	5.395765E-12	161.795965	1.551282E-12	161.795965	1.000000	145.527523	NaN
88.900000	542.261015	161.795965	5.422610E-12	161.795965	1.559000E-12	161.795965	1.000000	145.527523	NaN
89.000000	544.958925	161.795965	5.449589E-12	161.795965	1.566757E-12	161.795965	1.000000	145.527523	NaN
89.100000	547.670249	161.795965	5.476702E-12	161.795965	1.574552E-12	161.795965	1.000000	145.527523	NaN
89.200000	550.395054	161.795965	5.503951E-12	161.795965	1.582386E-12	161.795965	1.000000	145.527523	NaN
89.300000	553.133407	161.795965	5.531334E-12	161.795965	1.590259E-12	161.795965	1.000000	145.527523	NaN
89.400000	555.885375	161.795965	5.558854E-12	161.795965	1.598170E-12	161.795965	1.000000	145.527523	NaN
89.500000	558.651026	161.795965	5.586510E-12	161.795965	1.606122E-12	161.795965	1.000000	145.527523	NaN
89.600000	561.430429	161.795965	5.614304E-12	161.795965	1.614112E-12	161.795965	1.000000	145.527523	NaN
89.700000	564.223651	161.795965	5.642237E-12	161.795965	1.622143E-12	161.795965	1.000000	145.527523	NaN
89.800000	567.030761	161.795965	5.670308E-12	161.795965	1.630213E-12	161.795965	1.000000	145.527523	NaN
89.900000	569.851829	161.795965	5.698518E-12	161.795965	1.638324E-12	161.795965	1.000000	145.527523	NaN
90.000000	572.686924	161.795965	5.726869E-12	161.795965	1.646475E-12	161.795965	1.000000	145.527523	NaN
90.100000	575.536115	161.795965	5.755361E-12	161.795965	1.654666E-12	161.795965	1.000000	145.527523	NaN
90.200000	578.399473	161.795965	5.783995E-12	161.795965	1.662898E-12	161.795965	1.000000	145.527523	NaN
90.300000	581.277068	161.795965	5.812771E-12	161.795965	1.671172E-12	161.795965	1.000000	145.527523	NaN
90.400000	584.168971	161.795965	5.841690E-12	161.795965	1.679486E-12	161.795965	1.000000	145.527523	NaN
90.500000	587.075253	161.795965	5.870753E-12	161.795965	1.687841E-12	161.795965	1.000000	145.527523	NaN
90.600000	589.995985	161.795965	5.899960E-12	161.795965	1.696238E-12	161.795965	1.000000	145.527523	NaN
90.700000	592.931241	161.795965	5.929312E-12	161.795965	1.704677E-12	161.795965	1.000000	145.527523	NaN
90.800000	595.881091	161.795965	5.958811E-12	161.795965	1.713158E-12	161.795965	1.000000	145.527523	NaN
90.900000	598.845609	161.795965	5.988456E-12	161.795965	1.721681E-12	161.795965	1.000000	145.527523	NaN
91.000000	601.824866	161.795965	6.018249E-12	161.795965	1.730246E-12	161.795965	1.000000	145.527523	NaN
91.100000	604.818938	161.795965	6.048189E-12	161.795965	1.738854E-12	161.795965	1.000000	145.527523	NaN
91.200000	607.827897	161.795965	6.078279E-12	161.795965	1.747505E-12	161.795965	1.000000	145.527523	NaN
91.300000	610.851817	161.795965	6.108518E-12	161.795965	1.756199E-12	161.795965	1.000000	145.527523	NaN
91.400000	613.890773	161.795965	6.138908E-12	161.795965	1.764936E-12	161.795965	1.000000	145.527523	NaN
91.500000	616.944840	161.795965	6.169448E-12	161.795965	1.773716E-12	161.795965	1.000000	145.527523	NaN
91.600000	620.014092	161.795965	6.200141E-12	161.795965	1.782541E-12	161.795965	1.000000	145.527523	NaN
91.700000	623.098606	161.795965	6.230986E-12	161.795965	1.791408E-12	161.795965	1.000000	145.527523	NaN
91.800000	626.198457	161.795965	6.261985E-12	161.795965	1.800321E-12	161.795965	1.000000	145.527523	NaN
91.900000	629.313722	161.795965	6.293137E-12	161.795965	1.809277E-12	161.795965	1.000000	145.527523	NaN
92.000000	632.444476	161.795965	6.324445E-12	161.795965	1.818278E-12	161.795965	1.000000	145.527523	NaN
92.100000	635.590798	161.795965	6.355908E-12	161.795965	1.827324E-12	161.795965	1.000000	145.527523	NaN
92.200000	638.752765	161.795965	6.387528E-12	161.795965	1.836414E-12	161.795965	1.000000	145.527523	NaN
92.300000	641.930453	161.795965	6.419305E-12	161.795965	1.845550E-12	161.795965	1.000000	145.527523	NaN
92.400000	645.123943	161.795965	6.451239E-12	161.795965	1.854731E-12	161.795965	1.000000	145.527523	NaN
92.500000	648.333312	161.795965	6.483333E-12	161.795965	1.863958E-12	161.795965	1.000000	145.527523	NaN
92.600000	651.558639	161.795965	6.515586E-12	161.795965	1.873231E-12	161.795965	1.000000	145.527523	NaN
92.700000	654.800004	161.795965	6.548000E-12	161.795965	1.882550E-12	161.795965	1.000000	145.527523	NaN
92.800000	658.057486	161.795965	6.580575E-12	161.795965	1.891915E-12	161.795965	1.000000	145.527523	NaN
92.900000	661.331165	161.795965	6.613312E-12	161.795965	1.901327E-12	161.795965	1.000000	145.527523	NaN
93.000000	664.621123	161.795965	6.646211E-12	161.795965	1.910786E-12	161.795965	1.000000	145.527523	NaN
93.100000	667.927440	161.795965	6.679274E-12	161.795965	1.920291E-12	161.795965	1.000000	145.527523	NaN
93.200000	671.250197	161.795965	6.712502E-12	161.795965	1.929844E-12	161.795965	1.000000	145.527523	NaN
93.300000	674.589476	161.795965	6.745895E-12	161.795965	1.939445E-12	161.795965	1.000000	145.527523	NaN
93.400000	677.945360	161.795965	6.779454E-12	161.795965	1.949093E-12	161.795965	1.000000	145.527523	NaN
93.500000	681.317931	161.795965	6.813179E-12	161.795965	1.958789E-12	161.795965	1.000000	145.527523	NaN
93.600000	684.707271	161.795965	6.847073E-12	161.795965	1.968533E-12	161.795965	1.000000	145.527523	NaN
93.700000	688.113466	161.795965	6.881135E-12	161.795965	1.978326E-12	161.795965	1.000000	145.527523	NaN
93.800000	691.536597	161.795965	6.915366E-12	161.795965	1.988168E-12	161.795965	1.000000	145.527523	NaN
93.900000	694.976750	161.795965	6.949767E-12	161.795965	1.998058E-12	161.795965	1.000000	145.527523	NaN
94.000000	698.434009	161.795965	6.984340E-12	161.795965	2.007998E-12	161.795965	1.000000	145.527523	NaN
94.100000	701.908459	161.795965	7.019085E-12	161.795965	2.017987E-12	161.795965	1.000000	145.527523	NaN
94.200000	705.400186	161.795965	7.054002E-12	161.795965	2.028026E-12	161.795965	1.000000	145.527523	NaN
94.300000	708.909275	161.795965	7.089093E-12	161.795965	2.038114E-12	161.795965	1.000000	145.527523	NaN
94.400000	712.435814	161.795965	7.124358E-12	161.795965	2.048253E-12	161.795965	1.000000	145.527523	NaN
94.500000	715.979888	161.795965	7.159799E-12	161.795965	2.058442E-12	161.795965	1.000000	145.527523	NaN
94.600000	719.541585	161.795965	7.195416E-12	161.795965	2.068682E-12	161.795965	1.000000	145.527523	NaN
94.700000	723.120993	161.795965	7.231210E-12	161.795965	2.078973E-12	161.795965	1.000000	145.527523	NaN
94.800000	726.718200	161.795965	7.267182E-12	161.795965	2.089315E-12	161.795965	1.000000	145.527523	NaN
94.900000	730.333294	161.795965	7.303333E-12	161.795965	2.099708E-12	161.795965	1.000000	145.527523	NaN
95.000000	733.966364	161.795965	7.339664E-12	161.795965	2.110153E-12	161.795965	1.000000	145.527523	NaN
95.100000	737.617500	161.795965	7.376175E-12	161.795965	2.120650E-12	161.795965	1.000000	145.527523	NaN
95.200000	741.286791	161.795965	7.412868E-12	161.795965	2.131200E-12	161.795965	1.000000	145.527523	NaN
95.300000	744.974328	161.795965	7.449743E-12	161.795965	2.141801E-12	161.795965	1.000000	145.527523	NaN
95.400000	748.680202	161.795965	7.486802E-12	161.795965	2.152456E-12	161.795965	1.000000	145.527523	NaN
95.500000	752.404504	161.795965	7.524045E-12	161.795965	2.163163E-12	161.795965	1.000000	145.527523	NaN
95.600000	756.147325	161.795965	7.561473E-12	161.795965	2.173924E-12	161.795965	1.000000	145.527523	NaN
95.700000	759.908757	161.795965	7.599088E-12	161.795965	2.184738E-12	161.795965	1.000000	145.527523	NaN
95.800000	763.688894	161.795965	7.636889E-12	161.795965	2.195606E-12	161.795965	1.000000	145.527523	NaN
95.900000	767.487827	161.795965	7.674878E-12	161.795965	2.206528E-12	161.795965	1.000000	145.527523	NaN
96.000000	771.305652	161.795965	7.713057E-12	161.795965	2.217504E-12	161.795965	1.000000	145.527523	NaN
96.100000	775.142461	161.795965	7.751425E-12	161.795965	2.228535E-12	161.795965	1.000000	145.527523	NaN
96.200000	778.998348	161.795965	7.789983E-12	161.795965	2.239620E-12	161.795965	1.000000	145.527523	NaN
96.300000	782.873410	161.795965	7.828734E-12	161.795965	2.250761E-12	161.795965	1.000000	145.527523	NaN
96.400000	786.767741	161.795965	7.867677E-12	161.795965	2.261957E-12	161.795965	1.000000	145.527523	NaN
96.500000	790.681437	161.795965	7.906814E-12	161.795965	2.273209E-12	161.795965	1.000000	145.527523	NaN
96.600000	794.614595	161.795965	7.946146E-12	161.795965	2.284517E-12	161.795965	1.000000	145.527523	NaN
96.700000	798.567311	161.795965	7.985673E-12	161.795965	2.295881E-12	161.795965	1.000000	145.527523	NaN
96.800000	802.539682	161.795965	8.025397E-12	161.795965	2.307302E-12	161.795965	1.000000	145.527523	NaN
96.900000	806.531806	161.795965	8.065318E-12	161.795965	2.318779E-12	161.795965	1.000000	145.527523	NaN
97.000000	810.543782	161.795965	8.105438E-12	161.795965	2.330313E-12	161.795965	1.000000	145.527523	NaN
97.100000	814.575708	161.795965	8.145757E-12	161.795965	2.341905E-12	161.795965	1.000000	145.527523	NaN
97.200000	818.627684	161.795965	8.186277E-12	161.795965	2.353555E-12	161.795965	1.000000	145.527523	NaN
97.300000	822.699809	161.795965	8.226998E-12	161.795965	2.365262E-12	161.795965	1.000000	145.527523	NaN
97.400000	826.792183	161.795965	8.267922E-12	161.795965	2.377028E-12	161.795965	1.000000	145.527523	NaN
97.500000	830.904907	161.795965	8.309049E-12	161.795965	2.388852E-12	161.795965	1.000000	145.527523	NaN
97.600000	835.038083	161.795965	8.350381E-12	161.795965	2.400734E-12	161.795965	1.000000	145.527523	NaN
97.700000	839.191812	161.795965	8.391918E-12	161.795965	2.412676E-12	161.795965	1.000000	145.527523	NaN
97.800000	843.366196	161.795965	8.433662E-12	161.795965	2.424678E-12	161.795965	1.000000	145.527523	NaN
97.900000	847.561338	161.795965	8.475613E-12	161.795965	2.436739E-12	161.795965	1.000000	145.527523	NaN
98.000000	851.777341	161.795965	8.517773E-12	161.795965	2.448860E-12	161.795965	1.000000	145.527523	NaN
98.100000	856.014309	161.795965	8.560143E-12	161.795965	2.461041E-12	161.795965	1.000000	145.527523	NaN
98.200000	860.272346	161.795965	8.602723E-12	161.795965	2.473283E-12	161.795965	1.000000	145.527523	NaN
98.300000	864.551558	161.795965	8.645516E-12	161.795965	2.485586E-12	161.795965	1.000000	145.527523	NaN
98.400000	868.852048	161.795965	8.688520E-12	161.795965	2.497950E-12	161.795965	1.000000	145.527523	NaN
98.500000	873.173924	161.795965	8.731739E-12	161.795965	2.510375E-12	161.795965	1.000000	145.527523	NaN
98.600000	877.517292	161.795965	8.775173E-12	161.795965	2.522862E-12	161.795965	1.000000	145.527523	NaN
98.700000	881.882258	161.795965	8.818823E-12	161.795965	2.535411E-12	161.795965	1.000000	145.527523	NaN
98.800000	886.268930	161.795965	8.862689E-12	161.795965	2.548023E-12	161.795965	1.000000	145.527523	NaN
98.900000	890.677416	161.795965	8.906774E-12	161.795965	2.560698E-12	161.795965	1.000000	145.527523	NaN
99.000000	895.107824	161.795965	8.951078E-12	161.795965	2.573435E-12	161.795965	1.000000	145.527523	NaN
99.100000	899.560263	161.795965	8.995603E-12	161.795965	2.586236E-12	161.795965	1.000000	145.527523	NaN
99.200000	904.034843	161.795965	9.040348E-12	161.795965	2.599100E-12	161.795965	1.000000	145.527523	NaN
99.300000	908.531675	161.795965	9.085317E-12	161.795965	2.612029E-12	161.795965	1.000000	145.527523	NaN
99.400000	913.050868	161.795965	9.130509E-12	161.795965	2.625021E-12	161.795965	1.000000	145.527523	NaN
99.500000	917.592534	161.795965	9.175925E-12	161.795965	2.638079E-12	161.795965	1.000000	145.527523	NaN
99.600000	922.156784	161.795965	9.221568E-12	161.795965	2.651201E-12	161.795965	1.000000	145.527523	NaN
99.700000	926.743732	161.795965	9.267437E-12	161.795965	2.664388E-12	161.795965	1.000000	145.527523	NaN
99.800000	931.353490	161.795965	9.313535E-12	161.795965	2.677641E-12	161.795965	1.000000	145.527523	NaN
99.900000	935.986171	161.795965	9.359862E-12	161.795965	2.690960E-12	161.795965	1.000000	145.527523	NaN
100.000000	940.641889	161.795965	9.406419E-12	161.795965	2.704345E-12	161.795965	1.000000	145.527523	NaN
100.100000	945.320760	161.795965	9.453208E-12	161.795965	2.717797E-12	161.795965	1.000000	145.527523	NaN
100.200000	950.022897	161.795965	9.500229E-12	161.795965	2.731316E-12	161.795965	1.000000	145.527523	NaN
100.300000	954.748417	161.795965	9.547484E-12	161.795965	2.744902E-12	161.795965	1.000000	145.527523	NaN
100.400000	959.497437	161.795965	9.594974E-12	161.795965	2.758555E-12	161.795965	1.000000	145.527523	NaN
100.500000	964.270072	161.795965	9.642701E-12	161.795965	2.772276E-12	161.795965	1.000000	145.527523	NaN
