时间轴	源量程	源程反应性	中间量程	中间反应性	功率量程	功率反应性	硼浓度PPM	D棒位	备注说明
标志->	0	7	1	7	2	7	5	3	3
24.700000	20.703044	161.795965	2.070304E-13	161.795965	5.952125E-14	161.795965	1.000000	145.527523	NaN
24.800000	20.825531	161.795965	2.082553E-13	161.795965	5.987340E-14	161.795965	1.000000	145.527523	NaN
24.900000	20.948471	161.795965	2.094847E-13	161.795965	6.022686E-14	161.795965	1.000000	145.527523	NaN
25.000000	21.071868	161.795965	2.107187E-13	161.795965	6.058162E-14	161.795965	1.000000	145.527523	NaN
25.100000	21.195726	161.795965	2.119573E-13	161.795965	6.093771E-14	161.795965	1.000000	145.527523	NaN
25.200000	21.320048	161.795965	2.132005E-13	161.795965	6.129514E-14	161.795965	1.000000	145.527523	NaN
25.300000	21.444840	161.795965	2.144484E-13	161.795965	6.165392E-14	161.795965	1.000000	145.527523	NaN
25.400000	21.570105	161.795965	2.157011E-13	161.795965	6.201405E-14	161.795965	1.000000	145.527523	NaN
25.500000	21.695848	161.795965	2.169585E-13	161.795965	6.237556E-14	161.795965	1.000000	145.527523	NaN
25.600000	21.822073	161.795965	2.182207E-13	161.795965	6.273846E-14	161.795965	1.000000	145.527523	NaN
25.700000	21.948783	161.795965	2.194878E-13	161.795965	6.310275E-14	161.795965	1.000000	145.527523	NaN
25.800000	22.075982	161.795965	2.207598E-13	161.795965	6.346845E-14	161.795965	1.000000	145.527523	NaN
25.900000	22.203676	161.795965	2.220368E-13	161.795965	6.383557E-14	161.795965	1.000000	145.527523	NaN
26.000000	22.331868	161.795965	2.233187E-13	161.795965	6.420412E-14	161.795965	1.000000	145.527523	NaN
26.100000	22.460561	161.795965	2.246056E-13	161.795965	6.457411E-14	161.795965	1.000000	145.527523	NaN
26.200000	22.589761	161.795965	2.258976E-13	161.795965	6.494556E-14	161.795965	1.000000	145.527523	NaN
26.300000	22.719470	161.795965	2.271947E-13	161.795965	6.531848E-14	161.795965	1.000000	145.527523	NaN
26.400000	22.849694	161.795965	2.284969E-13	161.795965	6.569287E-14	161.795965	1.000000	145.527523	NaN
26.500000	22.980436	161.795965	2.298044E-13	161.795965	6.606875E-14	161.795965	1.000000	145.527523	NaN
26.600000	23.111700	161.795965	2.311170E-13	161.795965	6.644614E-14	161.795965	1.000000	145.527523	NaN
26.700000	23.243491	161.795965	2.324349E-13	161.795965	6.682504E-14	161.795965	1.000000	145.527523	NaN
26.800000	23.375812	161.795965	2.337581E-13	161.795965	6.720546E-14	161.795965	1.000000	145.527523	NaN
26.900000	23.508667	161.795965	2.350867E-13	161.795965	6.758742E-14	161.795965	1.000000	145.527523	NaN
27.000000	23.642061	161.795965	2.364206E-13	161.795965	6.797092E-14	161.795965	1.000000	145.527523	NaN
27.100000	23.775997	161.795965	2.377600E-13	161.795965	6.835599E-14	161.795965	1.000000	145.527523	NaN
27.200000	23.910479	161.795965	2.391048E-13	161.795965	6.874263E-14	161.795965	1.000000	145.527523	NaN
27.300000	24.045512	161.795965	2.404551E-13	161.795965	6.913085E-14	161.795965	1.000000	145.527523	NaN
27.400000	24.181100	161.795965	2.418110E-13	161.795965	6.952066E-14	161.795965	1.000000	145.527523	NaN
27.500000	24.317246	161.795965	2.431725E-13	161.795965	6.991208E-14	161.795965	1.000000	145.527523	NaN
27.600000	24.453955	161.795965	2.445395E-13	161.795965	7.030512E-14	161.795965	1.000000	145.527523	NaN
27.700000	24.591230	161.795965	2.459123E-13	161.795965	7.069979E-14	161.795965	1.000000	145.527523	NaN
27.800000	24.729076	161.795965	2.472908E-13	161.795965	7.109609E-14	161.795965	1.000000	145.527523	NaN
27.900000	24.867497	161.795965	2.486750E-13	161.795965	7.149405E-14	161.795965	1.000000	145.527523	NaN
28.000000	25.006497	161.795965	2.500650E-13	161.795965	7.189368E-14	161.795965	1.000000	145.527523	NaN
28.100000	25.146079	161.795965	2.514608E-13	161.795965	7.229498E-14	161.795965	1.000000	145.527523	NaN
28.200000	25.286248	161.795965	2.528625E-13	161.795965	7.269796E-14	161.795965	1.000000	145.527523	NaN
28.300000	25.427008	161.795965	2.542701E-13	161.795965	7.310265E-14	161.795965	1.000000	145.527523	NaN
28.400000	25.568364	161.795965	2.556836E-13	161.795965	7.350905E-14	161.795965	1.000000	145.527523	NaN
28.500000	25.710318	161.795965	2.571032E-13	161.795965	7.391716E-14	161.795965	1.000000	145.527523	NaN
28.600000	25.852875	161.795965	2.585288E-13	161.795965	7.432702E-14	161.795965	1.000000	145.527523	NaN
28.700000	25.996040	161.795965	2.599604E-13	161.795965	7.473861E-14	161.795965	1.000000	145.527523	NaN
28.800000	26.139816	161.795965	2.613982E-13	161.795965	7.515197E-14	161.795965	1.000000	145.527523	NaN
28.900000	26.284207	161.795965	2.628421E-13	161.795965	7.556709E-14	161.795965	1.000000	145.527523	NaN
29.000000	26.429217	161.795965	2.642922E-13	161.795965	7.598400E-14	161.795965	1.000000	145.527523	NaN
29.100000	26.574852	161.795965	2.657485E-13	161.795965	7.640270E-14	161.795965	1.000000	145.527523	NaN
29.200000	26.721113	161.795965	2.672111E-13	161.795965	7.682320E-14	161.795965	1.000000	145.527523	NaN
29.300000	26.868007	161.795965	2.686801E-13	161.795965	7.724552E-14	161.795965	1.000000	145.527523	NaN
29.400000	27.015536	161.795965	2.701554E-13	161.795965	7.766967E-14	161.795965	1.000000	145.527523	NaN
29.500000	27.163706	161.795965	2.716371E-13	161.795965	7.809565E-14	161.795965	1.000000	145.527523	NaN
29.600000	27.312519	161.795965	2.731252E-13	161.795965	7.852349E-14	161.795965	1.000000	145.527523	NaN
29.700000	27.461981	161.795965	2.746198E-13	161.795965	7.895319E-14	161.795965	1.000000	145.527523	NaN
29.800000	27.612094	161.795965	2.761209E-13	161.795965	7.938477E-14	161.795965	1.000000	145.527523	NaN
29.900000	27.762865	161.795965	2.776286E-13	161.795965	7.981824E-14	161.795965	1.000000	145.527523	NaN
30.000000	27.914296	161.795965	2.791430E-13	161.795965	8.025360E-14	161.795965	1.000000	145.527523	NaN
30.100000	28.066392	161.795965	2.806639E-13	161.795965	8.069088E-14	161.795965	1.000000	145.527523	NaN
30.200000	28.219157	161.795965	2.821916E-13	161.795965	8.113008E-14	161.795965	1.000000	145.527523	NaN
30.300000	28.372595	161.795965	2.837260E-13	161.795965	8.157121E-14	161.795965	1.000000	145.527523	NaN
30.400000	28.526711	161.795965	2.852671E-13	161.795965	8.201429E-14	161.795965	1.000000	145.527523	NaN
30.500000	28.681508	161.795965	2.868151E-13	161.795965	8.245934E-14	161.795965	1.000000	145.527523	NaN
30.600000	28.836991	161.795965	2.883699E-13	161.795965	8.290635E-14	161.795965	1.000000	145.527523	NaN
30.700000	28.993164	161.795965	2.899316E-13	161.795965	8.335535E-14	161.795965	1.000000	145.527523	NaN
30.800000	29.150031	161.795965	2.915003E-13	161.795965	8.380634E-14	161.795965	1.000000	145.527523	NaN
30.900000	29.307597	161.795965	2.930760E-13	161.795965	8.425934E-14	161.795965	1.000000	145.527523	NaN
31.000000	29.465865	161.795965	2.946587E-13	161.795965	8.471436E-14	161.795965	1.000000	145.527523	NaN
31.100000	29.624841	161.795965	2.962484E-13	161.795965	8.517142E-14	161.795965	1.000000	145.527523	NaN
31.200000	29.784528	161.795965	2.978453E-13	161.795965	8.563052E-14	161.795965	1.000000	145.527523	NaN
31.300000	29.944930	161.795965	2.994493E-13	161.795965	8.609167E-14	161.795965	1.000000	145.527523	NaN
31.400000	30.106052	161.795965	3.010605E-13	161.795965	8.655490E-14	161.795965	1.000000	145.527523	NaN
31.500000	30.267899	161.795965	3.026790E-13	161.795965	8.702021E-14	161.795965	1.000000	145.527523	NaN
31.600000	30.430473	161.795965	3.043047E-13	161.795965	8.748761E-14	161.795965	1.000000	145.527523	NaN
31.700000	30.593781	161.795965	3.059378E-13	161.795965	8.795712E-14	161.795965	1.000000	145.527523	NaN
31.800000	30.757826	161.795965	3.075783E-13	161.795965	8.842875E-14	161.795965	1.000000	145.527523	NaN
31.900000	30.922612	161.795965	3.092261E-13	161.795965	8.890251E-14	161.795965	1.000000	145.527523	NaN
32.000000	31.088145	161.795965	3.108814E-13	161.795965	8.937842E-14	161.795965	1.000000	145.527523	NaN
32.100000	31.254427	161.795965	3.125443E-13	161.795965	8.985648E-14	161.795965	1.000000	145.527523	NaN
32.200000	31.421464	161.795965	3.142146E-13	161.795965	9.033671E-14	161.795965	1.000000	145.527523	NaN
32.300000	31.589261	161.795965	3.158926E-13	161.795965	9.081912E-14	161.795965	1.000000	145.527523	NaN
32.400000	31.757821	161.795965	3.175782E-13	161.795965	9.130373E-14	161.795965	1.000000	145.527523	NaN
32.500000	31.927148	161.795965	3.192715E-13	161.795965	9.179055E-14	161.795965	1.000000	145.527523	NaN
32.600000	32.097249	161.795965	3.209725E-13	161.795965	9.227959E-14	161.795965	1.000000	145.527523	NaN
32.700000	32.268126	161.795965	3.226813E-13	161.795965	9.277086E-14	161.795965	1.000000	145.527523	NaN
32.800000	32.439784	161.795965	3.243978E-13	161.795965	9.326438E-14	161.795965	1.000000	145.527523	NaN
32.900000	32.612228	161.795965	3.261223E-13	161.795965	9.376016E-14	161.795965	1.000000	145.527523	NaN
33.000000	32.785463	161.795965	3.278546E-13	161.795965	9.425821E-14	161.795965	1.000000	145.527523	NaN
33.100000	32.959492	161.795965	3.295949E-13	161.795965	9.475854E-14	161.795965	1.000000	145.527523	NaN
33.200000	33.134321	161.795965	3.313432E-13	161.795965	9.526117E-14	161.795965	1.000000	145.527523	NaN
33.300000	33.309954	161.795965	3.330995E-13	161.795965	9.576612E-14	161.795965	1.000000	145.527523	NaN
33.400000	33.486395	161.795965	3.348639E-13	161.795965	9.627339E-14	161.795965	1.000000	145.527523	NaN
33.500000	33.663649	161.795965	3.366365E-13	161.795965	9.678299E-14	161.795965	1.000000	145.527523	NaN
33.600000	33.841721	161.795965	3.384172E-13	161.795965	9.729495E-14	161.795965	1.000000	145.527523	NaN
33.700000	34.020616	161.795965	3.402062E-13	161.795965	9.780927E-14	161.795965	1.000000	145.527523	NaN
33.800000	34.200337	161.795965	3.420034E-13	161.795965	9.832597E-14	161.795965	1.000000	145.527523	NaN
33.900000	34.380890	161.795965	3.438089E-13	161.795965	9.884506E-14	161.795965	1.000000	145.527523	NaN
34.000000	34.562279	161.795965	3.456228E-13	161.795965	9.936655E-14	161.795965	1.000000	145.527523	NaN
34.100000	34.744509	161.795965	3.474451E-13	161.795965	9.989046E-14	161.795965	1.000000	145.527523	NaN
34.200000	34.927585	161.795965	3.492759E-13	161.795965	1.004168E-13	161.795965	1.000000	145.527523	NaN
34.300000	35.111511	161.795965	3.511151E-13	161.795965	1.009456E-13	161.795965	1.000000	145.527523	NaN
34.400000	35.296292	161.795965	3.529629E-13	161.795965	1.014768E-13	161.795965	1.000000	145.527523	NaN
34.500000	35.481934	161.795965	3.548193E-13	161.795965	1.020106E-13	161.795965	1.000000	145.527523	NaN
34.600000	35.668439	161.795965	3.566844E-13	161.795965	1.025468E-13	161.795965	1.000000	145.527523	NaN
34.700000	35.855814	161.795965	3.585581E-13	161.795965	1.030855E-13	161.795965	1.000000	145.527523	NaN
34.800000	36.044064	161.795965	3.604406E-13	161.795965	1.036267E-13	161.795965	1.000000	145.527523	NaN
34.900000	36.233192	161.795965	3.623319E-13	161.795965	1.041704E-13	161.795965	1.000000	145.527523	NaN
35.000000	36.423204	161.795965	3.642320E-13	161.795965	1.047167E-13	161.795965	1.000000	145.527523	NaN
35.100000	36.614105	161.795965	3.661411E-13	161.795965	1.052656E-13	161.795965	1.000000	145.527523	NaN
35.200000	36.805900	161.795965	3.680590E-13	161.795965	1.058170E-13	161.795965	1.000000	145.527523	NaN
35.300000	36.998593	161.795965	3.699859E-13	161.795965	1.063710E-13	161.795965	1.000000	145.527523	NaN
35.400000	37.192189	161.795965	3.719219E-13	161.795965	1.069275E-13	161.795965	1.000000	145.527523	NaN
35.500000	37.386694	161.795965	3.738669E-13	161.795965	1.074867E-13	161.795965	1.000000	145.527523	NaN
35.600000	37.582112	161.795965	3.758211E-13	161.795965	1.080486E-13	161.795965	1.000000	145.527523	NaN
35.700000	37.778448	161.795965	3.777845E-13	161.795965	1.086130E-13	161.795965	1.000000	145.527523	NaN
35.800000	37.975708	161.795965	3.797571E-13	161.795965	1.091802E-13	161.795965	1.000000	145.527523	NaN
35.900000	38.173896	161.795965	3.817390E-13	161.795965	1.097500E-13	161.795965	1.000000	145.527523	NaN
36.000000	38.373017	161.795965	3.837302E-13	161.795965	1.103224E-13	161.795965	1.000000	145.527523	NaN
36.100000	38.573077	161.795965	3.857308E-13	161.795965	1.108976E-13	161.795965	1.000000	145.527523	NaN
36.200000	38.774080	161.795965	3.877408E-13	161.795965	1.114755E-13	161.795965	1.000000	145.527523	NaN
36.300000	38.976032	161.795965	3.897603E-13	161.795965	1.120561E-13	161.795965	1.000000	145.527523	NaN
36.400000	39.178937	161.795965	3.917894E-13	161.795965	1.126394E-13	161.795965	1.000000	145.527523	NaN
36.500000	39.382801	161.795965	3.938280E-13	161.795965	1.132256E-13	161.795965	1.000000	145.527523	NaN
36.600000	39.587629	161.795965	3.958763E-13	161.795965	1.138144E-13	161.795965	1.000000	145.527523	NaN
36.700000	39.793426	161.795965	3.979343E-13	161.795965	1.144061E-13	161.795965	1.000000	145.527523	NaN
36.800000	40.000198	161.795965	4.000020E-13	161.795965	1.150006E-13	161.795965	1.000000	145.527523	NaN
36.900000	40.207949	161.795965	4.020795E-13	161.795965	1.155979E-13	161.795965	1.000000	145.527523	NaN
37.000000	40.416685	161.795965	4.041669E-13	161.795965	1.161980E-13	161.795965	1.000000	145.527523	NaN
37.100000	40.626411	161.795965	4.062641E-13	161.795965	1.168009E-13	161.795965	1.000000	145.527523	NaN
37.200000	40.837132	161.795965	4.083713E-13	161.795965	1.174068E-13	161.795965	1.000000	145.527523	NaN
37.300000	41.048854	161.795965	4.104885E-13	161.795965	1.180155E-13	161.795965	1.000000	145.527523	NaN
37.400000	41.261583	161.795965	4.126158E-13	161.795965	1.186270E-13	161.795965	1.000000	145.527523	NaN
37.500000	41.475322	161.795965	4.147532E-13	161.795965	1.192416E-13	161.795965	1.000000	145.527523	NaN
37.600000	41.690078	161.795965	4.169008E-13	161.795965	1.198590E-13	161.795965	1.000000	145.527523	NaN
37.700000	41.905856	161.795965	4.190586E-13	161.795965	1.204793E-13	161.795965	1.000000	145.527523	NaN
37.800000	42.122662	161.795965	4.212266E-13	161.795965	1.211027E-13	161.795965	1.000000	145.527523	NaN
37.900000	42.340501	161.795965	4.234050E-13	161.795965	1.217289E-13	161.795965	1.000000	145.527523	NaN
38.000000	42.559379	161.795965	4.255938E-13	161.795965	1.223582E-13	161.795965	1.000000	145.527523	NaN
38.100000	42.779300	161.795965	4.277930E-13	161.795965	1.229905E-13	161.795965	1.000000	145.527523	NaN
38.200000	43.000271	161.795965	4.300027E-13	161.795965	1.236258E-13	161.795965	1.000000	145.527523	NaN
38.300000	43.222297	161.795965	4.322230E-13	161.795965	1.242641E-13	161.795965	1.000000	145.527523	NaN
38.400000	43.445383	161.795965	4.344538E-13	161.795965	1.249055E-13	161.795965	1.000000	145.527523	NaN
38.500000	43.669536	161.795965	4.366954E-13	161.795965	1.255499E-13	161.795965	1.000000	145.527523	NaN
38.600000	43.894761	161.795965	4.389476E-13	161.795965	1.261974E-13	161.795965	1.000000	145.527523	NaN
38.700000	44.121063	161.795965	4.412106E-13	161.795965	1.268481E-13	161.795965	1.000000	145.527523	NaN
38.800000	44.348448	161.795965	4.434845E-13	161.795965	1.275018E-13	161.795965	1.000000	145.527523	NaN
38.900000	44.576922	161.795965	4.457692E-13	161.795965	1.281587E-13	161.795965	1.000000	145.527523	NaN
39.000000	44.806491	161.795965	4.480649E-13	161.795965	1.288187E-13	161.795965	1.000000	145.527523	NaN
39.100000	45.037159	161.795965	4.503716E-13	161.795965	1.294818E-13	161.795965	1.000000	145.527523	NaN
39.200000	45.268934	161.795965	4.526893E-13	161.795965	1.301482E-13	161.795965	1.000000	145.527523	NaN
39.300000	45.501821	161.795965	4.550182E-13	161.795965	1.308177E-13	161.795965	1.000000	145.527523	NaN
39.400000	45.735826	161.795965	4.573583E-13	161.795965	1.314905E-13	161.795965	1.000000	145.527523	NaN
39.500000	45.970953	161.795965	4.597095E-13	161.795965	1.321665E-13	161.795965	1.000000	145.527523	NaN
39.600000	46.207211	161.795965	4.620721E-13	161.795965	1.328457E-13	161.795965	1.000000	145.527523	NaN
39.700000	46.444603	161.795965	4.644460E-13	161.795965	1.335282E-13	161.795965	1.000000	145.527523	NaN
39.800000	46.683137	161.795965	4.668314E-13	161.795965	1.342140E-13	161.795965	1.000000	145.527523	NaN
39.900000	46.922818	161.795965	4.692282E-13	161.795965	1.349031E-13	161.795965	1.000000	145.527523	NaN
40.000000	47.163652	161.795965	4.716365E-13	161.795965	1.355955E-13	161.795965	1.000000	145.527523	NaN
40.100000	47.405645	161.795965	4.740565E-13	161.795965	1.362912E-13	161.795965	1.000000	145.527523	NaN
40.200000	47.648804	161.795965	4.764880E-13	161.795965	1.369903E-13	161.795965	1.000000	145.527523	NaN
40.300000	47.893133	161.795965	4.789313E-13	161.795965	1.376928E-13	161.795965	1.000000	145.527523	NaN
40.400000	48.138640	161.795965	4.813864E-13	161.795965	1.383986E-13	161.795965	1.000000	145.527523	NaN
40.500000	48.385330	161.795965	4.838533E-13	161.795965	1.391078E-13	161.795965	1.000000	145.527523	NaN
40.600000	48.633210	161.795965	4.863321E-13	161.795965	1.398205E-13	161.795965	1.000000	145.527523	NaN
40.700000	48.882286	161.795965	4.888229E-13	161.795965	1.405366E-13	161.795965	1.000000	145.527523	NaN
40.800000	49.132563	161.795965	4.913256E-13	161.795965	1.412561E-13	161.795965	1.000000	145.527523	NaN
40.900000	49.384049	161.795965	4.938405E-13	161.795965	1.419791E-13	161.795965	1.000000	145.527523	NaN
41.000000	49.636749	161.795965	4.963675E-13	161.795965	1.427057E-13	161.795965	1.000000	145.527523	NaN
41.100000	49.890670	161.795965	4.989067E-13	161.795965	1.434357E-13	161.795965	1.000000	145.527523	NaN
41.200000	50.145818	161.795965	5.014582E-13	161.795965	1.441692E-13	161.795965	1.000000	145.527523	NaN
41.300000	50.402199	161.795965	5.040220E-13	161.795965	1.449063E-13	161.795965	1.000000	145.527523	NaN
41.400000	50.659820	161.795965	5.065982E-13	161.795965	1.456470E-13	161.795965	1.000000	145.527523	NaN
41.500000	50.918687	161.795965	5.091869E-13	161.795965	1.463912E-13	161.795965	1.000000	145.527523	NaN
41.600000	51.178807	161.795965	5.117881E-13	161.795965	1.471391E-13	161.795965	1.000000	145.527523	NaN
41.700000	51.440185	161.795965	5.144019E-13	161.795965	1.478905E-13	161.795965	1.000000	145.527523	NaN
41.800000	51.702829	161.795965	5.170283E-13	161.795965	1.486456E-13	161.795965	1.000000	145.527523	NaN
41.900000	51.966746	161.795965	5.196675E-13	161.795965	1.494044E-13	161.795965	1.000000	145.527523	NaN
42.000000	52.231940	161.795965	5.223194E-13	161.795965	1.501668E-13	161.795965	1.000000	145.527523	NaN
42.100000	52.498420	161.795965	5.249842E-13	161.795965	1.509330E-13	161.795965	1.000000	145.527523	NaN
42.200000	52.766192	161.795965	5.276619E-13	161.795965	1.517028E-13	161.795965	1.000000	145.527523	NaN
42.300000	53.035262	161.795965	5.303526E-13	161.795965	1.524764E-13	161.795965	1.000000	145.527523	NaN
42.400000	53.305638	161.795965	5.330564E-13	161.795965	1.532537E-13	161.795965	1.000000	145.527523	NaN
42.500000	53.577325	161.795965	5.357732E-13	161.795965	1.540348E-13	161.795965	1.000000	145.527523	NaN
42.600000	53.850330	161.795965	5.385033E-13	161.795965	1.548197E-13	161.795965	1.000000	145.527523	NaN
42.700000	54.124661	161.795965	5.412466E-13	161.795965	1.556084E-13	161.795965	1.000000	145.527523	NaN
42.800000	54.400324	161.795965	5.440032E-13	161.795965	1.564009E-13	161.795965	1.000000	145.527523	NaN
42.900000	54.677326	161.795965	5.467733E-13	161.795965	1.571973E-13	161.795965	1.000000	145.527523	NaN
43.000000	54.955674	161.795965	5.495567E-13	161.795965	1.579976E-13	161.795965	1.000000	145.527523	NaN
43.100000	55.235374	161.795965	5.523537E-13	161.795965	1.588017E-13	161.795965	1.000000	145.527523	NaN
43.200000	55.516434	161.795965	5.551643E-13	161.795965	1.596097E-13	161.795965	1.000000	145.527523	NaN
43.300000	55.798861	161.795965	5.579886E-13	161.795965	1.604217E-13	161.795965	1.000000	145.527523	NaN
43.400000	56.082661	161.795965	5.608266E-13	161.795965	1.612377E-13	161.795965	1.000000	145.527523	NaN
43.500000	56.367842	161.795965	5.636784E-13	161.795965	1.620575E-13	161.795965	1.000000	145.527523	NaN
43.600000	56.654411	161.795965	5.665441E-13	161.795965	1.628814E-13	161.795965	1.000000	145.527523	NaN
43.700000	56.942374	161.795965	5.694237E-13	161.795965	1.637093E-13	161.795965	1.000000	145.527523	NaN
43.800000	57.231740	161.795965	5.723174E-13	161.795965	1.645413E-13	161.795965	1.000000	145.527523	NaN
43.900000	57.522514	161.795965	5.752251E-13	161.795965	1.653772E-13	161.795965	1.000000	145.527523	NaN
44.000000	57.814704	161.795965	5.781470E-13	161.795965	1.662173E-13	161.795965	1.000000	145.527523	NaN
44.100000	58.108319	161.795965	5.810832E-13	161.795965	1.670614E-13	161.795965	1.000000	145.527523	NaN
44.200000	58.403363	161.795965	5.840336E-13	161.795965	1.679097E-13	161.795965	1.000000	145.527523	NaN
44.300000	58.699846	161.795965	5.869985E-13	161.795965	1.687621E-13	161.795965	1.000000	145.527523	NaN
44.400000	58.997775	161.795965	5.899777E-13	161.795965	1.696186E-13	161.795965	1.000000	145.527523	NaN
44.500000	59.297156	161.795965	5.929716E-13	161.795965	1.704793E-13	161.795965	1.000000	145.527523	NaN
44.600000	59.597997	161.795965	5.959800E-13	161.795965	1.713442E-13	161.795965	1.000000	145.527523	NaN
44.700000	59.900306	161.795965	5.990031E-13	161.795965	1.722134E-13	161.795965	1.000000	145.527523	NaN
44.800000	60.204089	161.795965	6.020409E-13	161.795965	1.730868E-13	161.795965	1.000000	145.527523	NaN
44.900000	60.509356	161.795965	6.050936E-13	161.795965	1.739644E-13	161.795965	1.000000	145.527523	NaN
45.000000	60.816113	161.795965	6.081611E-13	161.795965	1.748463E-13	161.795965	1.000000	145.527523	NaN
45.100000	61.124367	161.795965	6.112437E-13	161.795965	1.757326E-13	161.795965	1.000000	145.527523	NaN
45.200000	61.434126	161.795965	6.143413E-13	161.795965	1.766231E-13	161.795965	1.000000	145.527523	NaN
45.300000	61.745399	161.795965	6.174540E-13	161.795965	1.775180E-13	161.795965	1.000000	145.527523	NaN
45.400000	62.058192	161.795965	6.205819E-13	161.795965	1.784173E-13	161.795965	1.000000	145.527523	NaN
45.500000	62.372514	161.795965	6.237251E-13	161.795965	1.793210E-13	161.795965	1.000000	145.527523	NaN
45.600000	62.688372	161.795965	6.268837E-13	161.795965	1.802291E-13	161.795965	1.000000	145.527523	NaN
45.700000	63.005774	161.795965	6.300577E-13	161.795965	1.811416E-13	161.795965	1.000000	145.527523	NaN
45.800000	63.324728	161.795965	6.332473E-13	161.795965	1.820586E-13	161.795965	1.000000	145.527523	NaN
45.900000	63.645241	161.795965	6.364524E-13	161.795965	1.829801E-13	161.795965	1.000000	145.527523	NaN
46.000000	63.967322	161.795965	6.396732E-13	161.795965	1.839061E-13	161.795965	1.000000	145.527523	NaN
46.100000	64.290979	161.795965	6.429098E-13	161.795965	1.848366E-13	161.795965	1.000000	145.527523	NaN
46.200000	64.616219	161.795965	6.461622E-13	161.795965	1.857716E-13	161.795965	1.000000	145.527523	NaN
46.300000	64.943051	161.795965	6.494305E-13	161.795965	1.867113E-13	161.795965	1.000000	145.527523	NaN
46.400000	65.271482	161.795965	6.527148E-13	161.795965	1.876555E-13	161.795965	1.000000	145.527523	NaN
46.500000	65.601521	161.795965	6.560152E-13	161.795965	1.886044E-13	161.795965	1.000000	145.527523	NaN
46.600000	65.933177	161.795965	6.593318E-13	161.795965	1.895579E-13	161.795965	1.000000	145.527523	NaN
46.700000	66.266456	161.795965	6.626646E-13	161.795965	1.905161E-13	161.795965	1.000000	145.527523	NaN
46.800000	66.601367	161.795965	6.660137E-13	161.795965	1.914789E-13	161.795965	1.000000	145.527523	NaN
46.900000	66.937920	161.795965	6.693792E-13	161.795965	1.924465E-13	161.795965	1.000000	145.527523	NaN
47.000000	67.276121	161.795965	6.727612E-13	161.795965	1.934188E-13	161.795965	1.000000	145.527523	NaN
47.100000	67.615979	161.795965	6.761598E-13	161.795965	1.943959E-13	161.795965	1.000000	145.527523	NaN
47.200000	67.957503	161.795965	6.795750E-13	161.795965	1.953778E-13	161.795965	1.000000	145.527523	NaN
47.300000	68.300701	161.795965	6.830070E-13	161.795965	1.963645E-13	161.795965	1.000000	145.527523	NaN
47.400000	68.645582	161.795965	6.864558E-13	161.795965	1.973560E-13	161.795965	1.000000	145.527523	NaN
47.500000	68.992154	161.795965	6.899215E-13	161.795965	1.983524E-13	161.795965	1.000000	145.527523	NaN
47.600000	69.340425	161.795965	6.934042E-13	161.795965	1.993537E-13	161.795965	1.000000	145.527523	NaN
47.700000	69.690404	161.795965	6.969040E-13	161.795965	2.003599E-13	161.795965	1.000000	145.527523	NaN
47.800000	70.042101	161.795965	7.004210E-13	161.795965	2.013710E-13	161.795965	1.000000	145.527523	NaN
47.900000	70.395523	161.795965	7.039552E-13	161.795965	2.023871E-13	161.795965	1.000000	145.527523	NaN
48.000000	70.750679	161.795965	7.075068E-13	161.795965	2.034082E-13	161.795965	1.000000	145.527523	NaN
48.100000	71.107578	161.795965	7.110758E-13	161.795965	2.044343E-13	161.795965	1.000000	145.527523	NaN
48.200000	71.466229	161.795965	7.146623E-13	161.795965	2.054654E-13	161.795965	1.000000	145.527523	NaN
48.300000	71.826640	161.795965	7.182664E-13	161.795965	2.065016E-13	161.795965	1.000000	145.527523	NaN
48.400000	72.188821	161.795965	7.218882E-13	161.795965	2.075429E-13	161.795965	1.000000	145.527523	NaN
48.500000	72.552781	161.795965	7.255278E-13	161.795965	2.085892E-13	161.795965	1.000000	145.527523	NaN
48.600000	72.918528	161.795965	7.291853E-13	161.795965	2.096408E-13	161.795965	1.000000	145.527523	NaN
48.700000	73.286071	161.795965	7.328607E-13	161.795965	2.106975E-13	161.795965	1.000000	145.527523	NaN
48.800000	73.655420	161.795965	7.365542E-13	161.795965	2.117593E-13	161.795965	1.000000	145.527523	NaN
48.900000	74.026583	161.795965	7.402658E-13	161.795965	2.128264E-13	161.795965	1.000000	145.527523	NaN
49.000000	74.399571	161.795965	7.439957E-13	161.795965	2.138988E-13	161.795965	1.000000	145.527523	NaN
49.100000	74.774391	161.795965	7.477439E-13	161.795965	2.149764E-13	161.795965	1.000000	145.527523	NaN
49.200000	75.151054	161.795965	7.515105E-13	161.795965	2.160593E-13	161.795965	1.000000	145.527523	NaN
49.300000	75.529568	161.795965	7.552957E-13	161.795965	2.171475E-13	161.795965	1.000000	145.527523	NaN
49.400000	75.909942	161.795965	7.590994E-13	161.795965	2.182411E-13	161.795965	1.000000	145.527523	NaN
49.500000	76.292187	161.795965	7.629219E-13	161.795965	2.193400E-13	161.795965	1.000000	145.527523	NaN
49.600000	76.676312	161.795965	7.667631E-13	161.795965	2.204444E-13	161.795965	1.000000	145.527523	NaN
49.700000	77.062326	161.795965	7.706233E-13	161.795965	2.215542E-13	161.795965	1.000000	145.527523	NaN
49.800000	77.450238	161.795965	7.745024E-13	161.795965	2.226694E-13	161.795965	1.000000	145.527523	NaN
49.900000	77.840059	161.795965	7.784006E-13	161.795965	2.237902E-13	161.795965	1.000000	145.527523	NaN
